,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
SP9:P1P2,564,targeting,2.3121337890625,0.525,2.067138671875,0.629,1.6854248046875,0.832,2.277587890625,0.535,2.453857421875,0.423,1.7950439453125,0.727,1.15673828125,0.963,2.0673828125,0.651,1.948486328125,0.73,2.0355224609375,0.648,2.6636962890625,0.396,1.918701171875,0.676,1.3079833984375,0.939,1.426513671875,0.916,3.270263671875,0.235,1.364501953125,0.922,1.3758544921875,0.91,1.46435546875,0.875,1.9866943359375,0.707,1.0333251953125,0.988,1.880560302734375,0.7113499999999999,0.1479105589811035,0.2742872642273798
OR8G5,522,negative control,3.996826171875,0.17,3.5582275390625,0.232,3.8118896484375,0.2,3.99951171875,0.156,4.0609130859375,0.141,4.0177001953125,0.17,2.8494873046875,0.409,3.3192138671875,0.285,4.8641357421875,0.076,4.2735595703125,0.128,3.9808349609375,0.185,4.8740234375,0.077,2.9102783203125,0.375,3.75048828125,0.173,5.3363037109375,0.049,3.2840576171875,0.27,2.706298828125,0.461,3.673583984375,0.192,2.8492431640625,0.481,2.928955078125,0.416,3.752276611328125,0.23230000000000003,0.6339320951875189,0.5742948463236078
MYB:P1P2,1116,targeting,1.997314453125,0.246,1.8360595703125,0.327,1.621826171875,0.414,1.837890625,0.279,2.168212890625,0.162,1.9410400390625,0.235,1.2501220703125,0.657,1.8570556640625,0.3,1.7086181640625,0.348,2.46337890625,0.114,2.1259765625,0.19,1.6063232421875,0.386,1.414306640625,0.529,1.9075927734375,0.258,2.9866943359375,0.061,1.422119140625,0.498,1.318359375,0.603,1.9083251953125,0.251,1.635009765625,0.421,1.34912109375,0.566,1.817767333984375,0.34225,0.4656438539861614,0.25953829470931233
ZMAT2:P2,580,targeting,2.3912353515625,0.52,2.527587890625,0.415,2.4920654296875,0.442,2.8492431640625,0.298,2.106201171875,0.598,2.855224609375,0.264,2.52978515625,0.394,3.5018310546875,0.169,2.7987060546875,0.327,2.5673828125,0.399,2.431884765625,0.479,3.0352783203125,0.244,2.3118896484375,0.486,2.6390380859375,0.337,3.8211669921875,0.127,2.293212890625,0.526,2.823486328125,0.305,2.9881591796875,0.258,2.865234375,0.346,3.08740234375,0.223,2.74580078125,0.3578499999999999,0.44628684240382116,0.43866902425455595
CREB5:ENST00000357727.2,396,targeting,3.540771484375,0.398,3.8587646484375,0.336,4.061279296875,0.318,3.4034423828125,0.404,3.918212890625,0.305,3.81787109375,0.302,2.7310791015625,0.626,3.4708251953125,0.418,4.1595458984375,0.261,4.4541015625,0.225,4.158203125,0.26,3.7843017578125,0.305,2.5224609375,0.687,3.1148681640625,0.5,5.9903564453125,0.086,3.257080078125,0.434,2.647216796875,0.648,4.1112060546875,0.25,3.01953125,0.614,3.037353515625,0.516,3.652923583984375,0.39465,0.40377688845015963,0.5626405872403769
FOXA2:P1P2,533,targeting,7.7994384765625,0.016,7.1337890625,0.015,7.7708740234375,0.005,9.4873046875,0.002,6.3372802734375,0.017,9.9654541015625,0.002,10.063232421875,0.0,9.231201171875,0.003,7.69970703125,0.009,7.6688232421875,0.006,8.7996826171875,0.005,8.724609375,0.005,10.6771240234375,0.0,8.93017578125,0.001,6.222900390625,0.025,8.3040771484375,0.005,11.4329833984375,0.001,7.50439453125,0.004,8.5357666015625,0.002,10.6156005859375,0.0,8.645220947265624,0.006150000000000001,2.2104192878355744,0.9367760970838637
RFXAP:P1P2,386,targeting,10.0377197265625,0.005,11.47802734375,0.005,12.3624267578125,0.004,10.68505859375,0.004,11.1500244140625,0.001,10.3604736328125,0.002,10.24560546875,0.004,10.852783203125,0.004,11.387939453125,0.001,12.5052490234375,0.001,9.6951904296875,0.004,12.77197265625,0.001,9.8262939453125,0.005,10.308349609375,0.006,16.466064453125,0.0,10.5567626953125,0.003,9.0220947265625,0.01,13.4013671875,0.001,10.5523681640625,0.009,11.5106201171875,0.003,11.258819580078125,0.0036500000000000005,2.4365189146055894,1.051492859722113
HBP1:P1P2,916,targeting,1.4647216796875,0.69,1.47607421875,0.664,2.2491455078125,0.242,1.907470703125,0.358,2.7779541015625,0.107,2.2012939453125,0.241,2.67431640625,0.135,1.78662109375,0.45,1.70654296875,0.467,2.1568603515625,0.279,1.6646728515625,0.523,2.21728515625,0.251,2.0186767578125,0.337,2.1807861328125,0.265,2.204345703125,0.27,2.753662109375,0.114,2.3031005859375,0.198,2.3818359375,0.227,1.2781982421875,0.81,2.1136474609375,0.295,2.075860595703125,0.34615,0.4607231178093321,0.3171981851351363
ZNF479:P1P2,713,targeting,6.11767578125,0.008,5.6632080078125,0.014,6.1318359375,0.007,6.8648681640625,0.004,6.257080078125,0.009,6.834716796875,0.002,5.6895751953125,0.013,5.9100341796875,0.006,6.3214111328125,0.006,7.077392578125,0.001,6.186279296875,0.009,7.144287109375,0.004,5.38525390625,0.015,5.5499267578125,0.006,7.3221435546875,0.006,4.7037353515625,0.027,6.10595703125,0.01,6.0528564453125,0.006,4.94873046875,0.02,5.791015625,0.011,6.102899169921875,0.009200000000000002,2.035740369803151,0.7855361947463229
ZFHX4:P1P2,819,targeting,2.2105712890625,0.334,2.3876953125,0.263,1.9781494140625,0.425,2.046630859375,0.38,1.6568603515625,0.588,2.6053466796875,0.187,2.974853515625,0.121,3.228271484375,0.09,2.37109375,0.235,2.6014404296875,0.189,2.4822998046875,0.232,2.75830078125,0.142,3.1715087890625,0.091,2.65966796875,0.157,3.060546875,0.111,2.5902099609375,0.168,3.5325927734375,0.056,2.544677734375,0.183,3.0294189453125,0.129,3.6917724609375,0.055,2.679095458984375,0.2068,0.6844284653855471,0.4279881882523185
ZNF730:P1P2,574,targeting,6.7166748046875,0.012,6.908935546875,0.015,8.3572998046875,0.002,7.52978515625,0.007,8.6942138671875,0.002,7.3988037109375,0.009,5.962646484375,0.032,6.118896484375,0.027,7.577392578125,0.005,8.3828125,0.007,6.1854248046875,0.023,7.102783203125,0.011,5.4627685546875,0.03,7.024169921875,0.007,9.407958984375,0.002,7.5557861328125,0.003,5.1116943359375,0.05,8.4033203125,0.002,5.5357666015625,0.04,5.3597412109375,0.03,7.03984375,0.0158,1.8010681300677909,0.8475630200418488
ZNF436:P2,498,targeting,3.0921630859375,0.355,2.714599609375,0.528,3.2176513671875,0.349,2.73095703125,0.455,3.0125732421875,0.354,2.8787841796875,0.395,2.303466796875,0.622,1.761962890625,0.868,2.6435546875,0.489,3.2813720703125,0.306,2.5030517578125,0.552,2.591064453125,0.483,2.7222900390625,0.434,3.187255859375,0.314,3.615234375,0.253,3.0789794921875,0.326,2.2523193359375,0.619,3.63916015625,0.197,2.5216064453125,0.58,2.6195068359375,0.464,2.818377685546875,0.44715,0.34953705251929784,0.4499991916682815
ZEB1:P2,583,targeting,3.1497802734375,0.225,3.944580078125,0.124,3.4246826171875,0.171,3.41845703125,0.141,3.8790283203125,0.102,3.1453857421875,0.219,2.956298828125,0.259,3.402587890625,0.158,3.491455078125,0.136,3.8638916015625,0.106,3.5062255859375,0.156,3.865478515625,0.109,2.3455810546875,0.447,2.56005859375,0.354,6.06005859375,0.017,2.4285888671875,0.41,2.3492431640625,0.454,3.62109375,0.13,2.9803466796875,0.303,2.529541015625,0.409,3.3461181640625,0.22150000000000003,0.6546066629091413,0.5245412734746053
UBTF:P1P2,1324,targeting,2.0772705078125,0.167,1.8614501953125,0.213,1.163330078125,0.636,1.468017578125,0.381,1.3194580078125,0.487,1.7335205078125,0.225,2.1075439453125,0.132,2.28662109375,0.103,1.3895263671875,0.451,1.392333984375,0.436,2.582763671875,0.062,1.20703125,0.563,2.6141357421875,0.053,2.1405029296875,0.136,1.2598876953125,0.564,1.8883056640625,0.17,2.794677734375,0.03,1.3980712890625,0.428,2.73583984375,0.067,2.52783203125,0.064,1.897406005859375,0.2684,0.5712013079370369,0.2781602709191957
MTERF:P1P2,230,targeting,15.9906005859375,0.004,15.427001953125,0.008,16.5699462890625,0.005,16.612548828125,0.005,17.5067138671875,0.002,15.3516845703125,0.01,14.938720703125,0.008,13.261474609375,0.018,14.715087890625,0.01,15.9635009765625,0.01,15.1239013671875,0.005,15.994873046875,0.006,14.3394775390625,0.005,14.987060546875,0.007,18.25048828125,0.005,13.9639892578125,0.011,13.4212646484375,0.012,15.916748046875,0.006,13.5904541015625,0.016,13.8018798828125,0.015,15.286370849609375,0.008400000000000001,2.075204004202088,1.1843043914248879
CREB3L4:P1P2,429,targeting,6.152587890625,0.053,5.3118896484375,0.099,3.968505859375,0.268,5.6590576171875,0.069,3.8671875,0.233,6.76123046875,0.028,6.1810302734375,0.05,6.5067138671875,0.038,5.0233154296875,0.116,5.40087890625,0.094,6.847412109375,0.041,5.3192138671875,0.075,7.061279296875,0.019,6.1903076171875,0.038,4.4158935546875,0.21,4.544921875,0.166,7.49560546875,0.016,3.9114990234375,0.22,6.5380859375,0.047,6.888916015625,0.03,5.702276611328125,0.0955,1.0199511549350433,0.756048280644378
ZNF705D:ENST00000400085.3,447,targeting,3.3009033203125,0.365,3.34423828125,0.381,4.3480224609375,0.169,4.3359375,0.164,5.2457275390625,0.084,4.6185302734375,0.14,5.288818359375,0.069,4.404052734375,0.163,3.927978515625,0.224,4.3680419921875,0.157,3.6529541015625,0.299,4.945068359375,0.089,4.5430908203125,0.138,4.144775390625,0.176,5.287109375,0.1,4.1031494140625,0.192,4.2874755859375,0.139,5.093505859375,0.082,3.6568603515625,0.323,4.3155517578125,0.161,4.360589599609375,0.18075000000000002,0.7428976673408358,0.6395452146229555
DUXA:ENST00000554048.2,626,targeting,1.70361328125,0.757,2.1002197265625,0.568,2.025634765625,0.566,2.4136962890625,0.372,2.192626953125,0.448,2.41015625,0.372,2.1539306640625,0.455,2.5802001953125,0.339,1.9044189453125,0.623,2.490478515625,0.358,2.171875,0.491,2.7608642578125,0.265,1.87158203125,0.605,1.6068115234375,0.746,3.6204833984375,0.117,1.27685546875,0.909,2.2169189453125,0.45,2.6236572265625,0.292,1.823486328125,0.69,2.379150390625,0.401,2.2163330078125,0.4911999999999999,0.3087328004568478,0.3456350144453339
MMP3:P1P2,590,targeting,2.0784912109375,0.614,2.24853515625,0.559,3.5894775390625,0.183,3.09814453125,0.241,3.3426513671875,0.188,3.5059814453125,0.144,3.6044921875,0.154,3.047119140625,0.287,3.0587158203125,0.229,3.9473876953125,0.106,1.7999267578125,0.744,3.807373046875,0.127,2.812255859375,0.305,3.114501953125,0.213,3.8218994140625,0.141,3.6820068359375,0.117,3.0145263671875,0.247,4.49169921875,0.054,1.9407958984375,0.71,3.7464599609375,0.116,3.1876220703125,0.27394999999999997,0.56231284246214,0.5034668251119764
IKZF1:P1P2,387,targeting,20.20166015625,0.0,20.115234375,0.0,23.6561279296875,0.0,22.5673828125,0.0,24.0767822265625,0.0,22.5494384765625,0.0,20.2548828125,0.0,18.97509765625,0.0,21.9276123046875,0.0,23.0977783203125,0.0,19.5050048828125,0.0,22.62060546875,0.0,18.330078125,0.0,20.865478515625,0.0,24.515380859375,0.0,21.7010498046875,0.0,17.5516357421875,0.0,23.721923828125,0.0,17.3306884765625,0.0,18.2039794921875,0.0,21.08839111328125,0.0,5.0,1.324043447578403
ZFP41:P1P2,823,targeting,3.62841796875,0.056,3.3421630859375,0.074,4.0341796875,0.027,3.8209228515625,0.045,4.199462890625,0.021,3.4345703125,0.064,2.4669189453125,0.188,2.5418701171875,0.201,3.4046630859375,0.077,3.859375,0.038,3.518798828125,0.06,3.2557373046875,0.084,2.6787109375,0.164,3.3741455078125,0.066,5.2386474609375,0.009,3.210205078125,0.079,1.9041748046875,0.379,3.4642333984375,0.052,2.855224609375,0.15,2.067626953125,0.324,3.31500244140625,0.1079,0.9669383074618265,0.5204838525866056
BCL6B:P1P2,350,targeting,4.3753662109375,0.333,4.167236328125,0.361,4.2159423828125,0.314,3.92822265625,0.403,4.4195556640625,0.28,3.4671630859375,0.509,3.0849609375,0.624,3.2236328125,0.608,3.810546875,0.411,4.1680908203125,0.346,4.1239013671875,0.382,3.49169921875,0.469,3.622802734375,0.432,4.533935546875,0.239,4.689453125,0.267,4.1468505859375,0.327,2.6912841796875,0.73,3.899169921875,0.391,3.5391845703125,0.568,3.4075927734375,0.546,3.85032958984375,0.42699999999999994,0.3695619542631128,0.5854979068913255
ZNF516:P1P2,795,targeting,1.619140625,0.642,1.4432373046875,0.746,1.57275390625,0.663,1.9190673828125,0.432,1.829833984375,0.496,2.200927734375,0.304,2.1505126953125,0.318,1.7889404296875,0.522,1.1883544921875,0.873,1.3427734375,0.764,1.989990234375,0.416,1.8060302734375,0.48,2.062255859375,0.374,1.7467041015625,0.523,1.7923583984375,0.543,1.357421875,0.751,2.109130859375,0.326,1.5030517578125,0.663,1.52197265625,0.713,1.867431640625,0.47,1.740594482421875,0.55095,0.2588799300227363,0.240697602501526
ZNF423:ENST00000262383.2,679,targeting,3.267578125,0.147,3.4710693359375,0.131,2.82373046875,0.247,2.9957275390625,0.208,3.234375,0.131,2.87646484375,0.195,2.3709716796875,0.356,3.2286376953125,0.157,3.5452880859375,0.103,3.767822265625,0.076,3.2333984375,0.166,3.7523193359375,0.089,2.267578125,0.39,2.6387939453125,0.242,5.5296630859375,0.02,2.701416015625,0.227,2.18896484375,0.425,3.3223876953125,0.126,2.9296875,0.215,2.633056640625,0.265,3.138946533203125,0.1958,0.7081651325843609,0.4967839182700944
TFAP4:P1P2,267,targeting,43.470703125,0.0,44.4449462890625,0.0,47.01025390625,0.0,45.2733154296875,0.0,47.517822265625,0.0,44.30810546875,0.0,41.2601318359375,0.0,41.3427734375,0.0,45.4119873046875,0.0,47.8062744140625,0.0,42.7509765625,0.0,45.0843505859375,0.0,39.331787109375,0.0,43.0374755859375,0.0,51.3790283203125,0.0,44.16015625,0.0,37.34130859375,0.0,46.0469970703125,0.0,40.347412109375,0.0,39.263671875,0.0,43.829473876953124,0.0,5.0,1.6417662574733192
MIER3:P1P2,286,targeting,17.2835693359375,0.001,17.155517578125,0.001,17.2962646484375,0.0,17.96435546875,0.003,18.9661865234375,0.0,17.6148681640625,0.001,14.640625,0.005,16.63818359375,0.003,17.95556640625,0.001,19.3995361328125,0.001,16.7828369140625,0.002,17.657470703125,0.001,13.8197021484375,0.004,15.766845703125,0.0,21.044677734375,0.0,15.6849365234375,0.001,13.6668701171875,0.011,17.341796875,0.001,14.9915771484375,0.005,13.9849853515625,0.003,16.782818603515626,0.0022,2.6556077263148894,1.2248649005425152
EN1:P1P2,342,targeting,3.3997802734375,0.54,2.963623046875,0.663,2.7725830078125,0.765,3.325439453125,0.545,3.0958251953125,0.597,3.1488037109375,0.602,2.74462890625,0.727,2.7158203125,0.776,2.573974609375,0.802,2.30908203125,0.85,3.5897216796875,0.524,2.052734375,0.892,3.5235595703125,0.473,3.9072265625,0.381,3.107177734375,0.647,3.1199951171875,0.589,2.7506103515625,0.692,2.871337890625,0.692,3.8160400390625,0.448,2.8792724609375,0.674,3.03336181640625,0.64395,0.19114110829049027,0.4819242156179097
HOXA5:P1P2,426,targeting,1.4476318359375,0.975,1.16162109375,0.996,1.9595947265625,0.874,2.235107421875,0.78,2.0213623046875,0.836,2.1666259765625,0.766,2.33544921875,0.702,2.065673828125,0.849,1.896728515625,0.895,1.7781982421875,0.919,1.7322998046875,0.92,2.070068359375,0.818,1.7490234375,0.907,2.17529296875,0.766,1.6904296875,0.941,2.3013916015625,0.732,2.1756591796875,0.768,2.000732421875,0.827,1.1024169921875,0.998,2.0570068359375,0.818,1.90611572265625,0.8543500000000002,0.06835909293013906,0.28014926366086246
"HIVEP3:ENST00000247584.5,ENST00000429157.2",403,targeting,6.979736328125,0.029,7.7528076171875,0.027,7.046630859375,0.033,6.6427001953125,0.03,7.56494140625,0.023,6.3787841796875,0.047,5.0570068359375,0.114,6.2213134765625,0.064,6.7984619140625,0.036,7.56201171875,0.025,6.679443359375,0.041,6.9119873046875,0.039,4.720458984375,0.134,5.4000244140625,0.086,10.8175048828125,0.002,5.477783203125,0.084,4.079345703125,0.244,7.3934326171875,0.024,6.68505859375,0.039,4.9345703125,0.132,6.5552001953125,0.06264999999999998,1.203009609454314,0.8165859595488919
TLX3:P1P2,1523,targeting,2.5401611328125,0.071,2.4327392578125,0.064,1.8707275390625,0.17,1.9658203125,0.152,2.2518310546875,0.098,1.9766845703125,0.145,1.060302734375,0.684,2.310302734375,0.088,2.30224609375,0.087,2.7144775390625,0.053,2.17236328125,0.094,1.91552734375,0.131,1.4119873046875,0.392,2.149658203125,0.094,3.3426513671875,0.018,2.035888671875,0.117,1.3404541015625,0.43,2.091552734375,0.124,2.2218017578125,0.104,1.5399169921875,0.327,2.082354736328125,0.17215,0.7640677460137049,0.3185547150432786
RUNX2:P1,393,targeting,5.5281982421875,0.107,4.80322265625,0.193,5.8543701171875,0.086,6.415283203125,0.051,6.3167724609375,0.058,6.2008056640625,0.067,5.910888671875,0.073,4.987060546875,0.162,5.126708984375,0.13,5.5794677734375,0.095,4.9176025390625,0.183,6.47119140625,0.05,5.9847412109375,0.063,6.29296875,0.056,6.517822265625,0.05,5.5943603515625,0.094,4.9608154296875,0.138,6.26025390625,0.064,4.9302978515625,0.18,5.4517822265625,0.086,5.705230712890625,0.09930000000000001,1.0030070181092943,0.7562732114727861
ZBTB38:P2,467,targeting,5.392333984375,0.075,6.5755615234375,0.027,5.270263671875,0.079,5.2889404296875,0.066,7.206298828125,0.015,4.5797119140625,0.115,5.049560546875,0.068,6.6153564453125,0.033,5.7974853515625,0.046,5.9736328125,0.025,5.435791015625,0.069,6.5579833984375,0.019,4.4833984375,0.128,4.7767333984375,0.073,8.8221435546875,0.005,5.034423828125,0.065,4.341552734375,0.144,6.6085205078125,0.017,5.92041015625,0.061,5.683837890625,0.039,5.770697021484375,0.05844999999999999,1.2331411889785824,0.7612282731733953
"PRDM2:ENST00000235372.7,ENST00000311066.5",435,targeting,5.949462890625,0.055,5.6981201171875,0.076,5.2828369140625,0.104,5.6146240234375,0.081,6.130126953125,0.056,6.107177734375,0.043,5.0975341796875,0.106,5.5538330078125,0.081,5.9334716796875,0.06,7.090576171875,0.022,5.797607421875,0.073,6.4173583984375,0.034,5.207763671875,0.101,5.9512939453125,0.049,7.3675537109375,0.024,5.35498046875,0.076,4.95849609375,0.114,5.6629638671875,0.058,4.81884765625,0.148,4.796875,0.147,5.7395751953125,0.0754,1.1225710592117804,0.7588797500358019
ZSCAN5B:ENST00000358992.3,445,targeting,3.73974609375,0.275,3.8770751953125,0.231,4.520263671875,0.143,4.5968017578125,0.122,4.177978515625,0.173,4.233154296875,0.166,3.4036865234375,0.307,3.7930908203125,0.251,3.9432373046875,0.187,4.16796875,0.171,4.107177734375,0.213,4.4683837890625,0.133,3.048828125,0.385,3.5726318359375,0.263,6.1934814453125,0.056,3.351318359375,0.319,2.84228515625,0.491,4.0008544921875,0.188,3.495849609375,0.335,2.755859375,0.534,3.914483642578125,0.24714999999999998,0.6070218134574593,0.5926744826216032
NEUROD6:P1P2,541,targeting,2.8634033203125,0.373,3.2470703125,0.288,2.0367431640625,0.719,2.822265625,0.358,2.2901611328125,0.524,3.0958251953125,0.25,3.2451171875,0.228,4.08642578125,0.108,2.577392578125,0.454,2.9669189453125,0.328,3.5682373046875,0.2,3.100830078125,0.262,3.5322265625,0.192,2.4072265625,0.503,3.283935546875,0.248,2.0323486328125,0.661,3.9608154296875,0.114,2.97900390625,0.299,3.7030029296875,0.19,4.0792236328125,0.112,3.09390869140625,0.3205500000000001,0.4940906705753565,0.4905074924908328
CSRNP3:P1,450,targeting,9.1085205078125,0.002,10.5146484375,0.003,11.9600830078125,0.0,9.759033203125,0.004,11.6534423828125,0.0,9.8162841796875,0.005,8.64013671875,0.004,8.958251953125,0.004,10.61474609375,0.004,12.1036376953125,0.0,8.5423583984375,0.007,10.918212890625,0.004,7.9232177734375,0.017,9.573974609375,0.004,14.771240234375,0.0,10.6866455078125,0.0,7.1492919921875,0.017,12.926513671875,0.0,8.6368408203125,0.008,8.9832763671875,0.004,10.162017822265625,0.0043500000000000014,2.3605135107314137,1.006979952245683
POU2F1:P1,195,targeting,3.947998046875,0.855,3.6561279296875,0.895,3.634521484375,0.906,4.6632080078125,0.699,4.29248046875,0.757,4.882568359375,0.614,4.7977294921875,0.655,4.5399169921875,0.756,3.7108154296875,0.877,3.85791015625,0.867,4.666259765625,0.708,4.2440185546875,0.783,4.512451171875,0.73,3.6881103515625,0.866,4.0723876953125,0.848,3.4375,0.918,5.021484375,0.602,3.7371826171875,0.846,3.7724609375,0.9,4.728515625,0.685,4.193182373046875,0.7883500000000001,0.10327541917186307,0.6225437514771407
DDIT3:P1P2,492,targeting,2.7218017578125,0.481,2.6171875,0.555,1.2860107421875,0.977,2.45361328125,0.569,1.9669189453125,0.738,2.2110595703125,0.625,1.808349609375,0.808,2.73095703125,0.502,1.86572265625,0.809,1.8656005859375,0.827,2.9652099609375,0.397,1.733154296875,0.851,2.5948486328125,0.504,1.943603515625,0.765,2.802001953125,0.468,1.4359130859375,0.947,2.3546142578125,0.621,1.8388671875,0.811,3.2635498046875,0.331,2.5501708984375,0.52,2.250457763671875,0.6552999999999999,0.18355320467978042,0.3522708665629362
POU6F1:P1P2,1076,targeting,2.3671875,0.136,2.842041015625,0.072,3.1832275390625,0.048,2.1259765625,0.183,3.5721435546875,0.034,2.3905029296875,0.121,3.1258544921875,0.05,2.2713623046875,0.18,2.3382568359375,0.145,2.6434326171875,0.107,2.7796630859375,0.08,2.62744140625,0.096,2.8668212890625,0.076,2.787353515625,0.069,3.529052734375,0.027,3.6407470703125,0.022,2.2249755859375,0.166,3.3857421875,0.036,2.4483642578125,0.145,2.8004150390625,0.062,2.797528076171875,0.09275000000000001,1.0326392600340502,0.4467744538296393
